座席ID,スクリーンID,列,座席番号,ブロック,通路側,車イス席,座席ランク
T03-A-07,3,A,7,中央,False,False,前方
T03-A-08,3,A,8,中央,False,False,前方
T03-A-09,3,A,9,中央,False,False,前方
T03-A-10,3,A,10,中央,False,False,前方
T03-A-11,3,A,11,中央,False,False,前方
T03-A-12,3,A,12,中央,False,False,前方
T03-A-13,3,A,13,中央,True,True,前方
T03-B-04,3,B,4,中央,True,False,前方
T03-B-05,3,B,5,中央,False,False,前方
T03-B-06,3,B,6,中央,False,False,前方
T03-B-07,3,B,7,中央,False,False,前方
T03-B-08,3,B,8,中央,False,False,前方
T03-B-09,3,B,9,中央,False,False,前方
T03-B-10,3,B,10,中央,False,False,前方
T03-B-11,3,B,11,中央,False,False,前方
T03-B-12,3,B,12,中央,False,False,前方
T03-B-13,3,B,13,中央,True,False,前方
T03-C-04,3,C,4,中央,True,False,プレミアム
T03-C-05,3,C,5,中央,False,False,プレミアム
T03-C-06,3,C,6,中央,False,False,プレミアム
T03-C-07,3,C,7,中央,False,False,プレミアム
T03-C-08,3,C,8,中央,False,False,プレミアム
T03-C-09,3,C,9,中央,False,False,プレミアム
T03-C-10,3,C,10,中央,False,False,プレミアム
T03-C-11,3,C,11,中央,False,False,プレミアム
T03-C-12,3,C,12,中央,False,False,プレミアム
T03-C-13,3,C,13,中央,True,False,プレミアム
T03-D-04,3,D,4,中央,True,False,プレミアム
T03-D-05,3,D,5,中央,False,False,プレミアム
T03-D-06,3,D,6,中央,False,False,プレミアム
T03-D-07,3,D,7,中央,False,False,プレミアム
T03-D-08,3,D,8,中央,False,False,プレミアム
T03-D-09,3,D,9,中央,False,False,プレミアム
T03-D-10,3,D,10,中央,False,False,プレミアム
T03-D-11,3,D,11,中央,False,False,プレミアム
T03-D-12,3,D,12,中央,False,False,プレミアム
T03-D-13,3,D,13,中央,True,False,プレミアム
T03-E-04,3,E,4,中央,True,False,プレミアム
T03-E-05,3,E,5,中央,False,False,プレミアム
T03-E-06,3,E,6,中央,False,False,プレミアム
T03-E-07,3,E,7,中央,False,False,プレミアム
T03-E-08,3,E,8,中央,False,False,プレミアム
T03-E-09,3,E,9,中央,False,False,プレミアム
T03-E-10,3,E,10,中央,False,False,プレミアム
T03-E-11,3,E,11,中央,False,False,プレミアム
T03-E-12,3,E,12,中央,False,False,プレミアム
T03-E-13,3,E,13,中央,True,False,プレミアム
T03-F-04,3,F,4,中央,True,False,プレミアム
T03-F-05,3,F,5,中央,False,False,プレミアム
T03-F-06,3,F,6,中央,False,False,プレミアム
T03-F-07,3,F,7,中央,False,False,プレミアム
T03-F-08,3,F,8,中央,False,False,プレミアム
T03-F-09,3,F,9,中央,False,False,プレミアム
T03-F-10,3,F,10,中央,False,False,プレミアム
T03-F-11,3,F,11,中央,False,False,プレミアム
T03-F-12,3,F,12,中央,False,False,プレミアム
T03-F-13,3,F,13,中央,True,False,プレミアム
T03-G-01,3,G,1,左,False,False,スタンダード
T03-G-02,3,G,2,左,True,False,スタンダード
T03-G-04,3,G,4,中央,True,False,プレミアム
T03-G-05,3,G,5,中央,False,False,プレミアム
T03-G-06,3,G,6,中央,False,False,プレミアム
T03-G-07,3,G,7,中央,False,False,プレミアム
T03-G-08,3,G,8,中央,False,False,プレミアム
T03-G-09,3,G,9,中央,False,False,プレミアム
T03-G-10,3,G,10,中央,False,False,プレミアム
T03-G-11,3,G,11,中央,False,False,プレミアム
T03-G-12,3,G,12,中央,False,False,プレミアム
T03-G-13,3,G,13,中央,True,False,プレミアム
T03-H-01,3,H,1,左,False,False,スタンダード
T03-H-02,3,H,2,左,False,False,スタンダード
T03-H-03,3,H,3,左,False,False,スタンダード
T03-H-04,3,H,4,左,True,False,スタンダード
T03-H-05,3,H,5,中央,True,False,プレミアム
T03-H-06,3,H,6,中央,False,False,プレミアム
T03-H-07,3,H,7,中央,False,False,プレミアム
T03-H-08,3,H,8,中央,False,False,プレミアム
T03-H-09,3,H,9,中央,False,False,プレミアム
T03-H-10,3,H,10,中央,False,False,プレミアム
T03-H-11,3,H,11,中央,False,False,プレミアム
T03-H-12,3,H,12,中央,False,False,プレミアム
T03-H-13,3,H,13,中央,False,False,プレミアム
T03-H-14,3,H,14,中央,False,False,プレミアム
T03-H-15,3,H,15,中央,True,False,プレミアム
T04-A-01,4,A,1,左,False,False,前方
T04-A-02,4,A,2,左,False,False,前方
T04-A-03,4,A,3,左,False,False,前方
T04-A-04,4,A,4,左,True,False,前方
T04-A-07,4,A,7,中央,True,False,前方
T04-A-08,4,A,8,中央,False,False,前方
T04-A-09,4,A,9,中央,False,False,前方
T04-A-10,4,A,10,中央,False,False,前方
T04-A-11,4,A,11,中央,False,False,前方
T04-A-12,4,A,12,中央,True,False,前方
T04-A-15,4,A,15,右,True,False,前方
T04-A-16,4,A,16,右,False,False,前方
T04-A-17,4,A,17,右,False,False,前方
T04-A-18,4,A,18,右,False,False,前方
T04-B-01,4,B,1,左,False,False,前方
T04-B-02,4,B,2,左,False,False,前方
T04-B-03,4,B,3,左,False,False,前方
T04-B-04,4,B,4,左,True,False,前方
T04-B-07,4,B,7,中央,True,False,前方
T04-B-08,4,B,8,中央,False,False,前方
T04-B-09,4,B,9,中央,False,False,前方
T04-B-10,4,B,10,中央,False,False,前方
T04-B-11,4,B,11,中央,False,False,前方
T04-B-12,4,B,12,中央,True,False,前方
T04-B-15,4,B,15,右,True,False,前方
T04-B-16,4,B,16,右,False,False,前方
T04-B-17,4,B,17,右,False,False,前方
T04-B-18,4,B,18,右,False,False,前方
T04-C-03,4,C,3,左,False,False,スタンダード
T04-C-04,4,C,4,左,True,False,スタンダード
T04-C-07,4,C,7,中央,True,True,スタンダード
T04-C-08,4,C,8,中央,False,False,スタンダード
T04-C-09,4,C,9,中央,False,False,スタンダード
T04-C-10,4,C,10,中央,False,False,スタンダード
T04-C-11,4,C,11,中央,True,True,スタンダード
T04-C-15,4,C,15,右,True,False,スタンダード
T04-C-16,4,C,16,右,False,False,スタンダード
T04-C-17,4,C,17,右,False,False,スタンダード
T04-C-18,4,C,18,右,False,False,スタンダード
T04-D-03,4,D,3,左,False,False,スタンダード
T04-D-04,4,D,4,左,True,False,スタンダード
T04-D-07,4,D,7,中央,True,False,プレミアム
T04-D-08,4,D,8,中央,False,False,プレミアム
T04-D-09,4,D,9,中央,False,False,プレミアム
T04-D-10,4,D,10,中央,False,False,プレミアム
T04-D-11,4,D,11,中央,False,False,プレミアム
T04-D-12,4,D,12,中央,True,False,プレミアム
T04-D-15,4,D,15,右,True,False,スタンダード
T04-D-16,4,D,16,右,False,False,スタンダード
T04-D-17,4,D,17,右,False,False,スタンダード
T04-D-18,4,D,18,右,False,False,スタンダード
T04-E-03,4,E,3,左,False,False,スタンダード
T04-E-04,4,E,4,左,True,False,スタンダード
T04-E-07,4,E,7,中央,True,False,プレミアム
T04-E-08,4,E,8,中央,False,False,プレミアム
T04-E-09,4,E,9,中央,False,False,プレミアム
T04-E-10,4,E,10,中央,False,False,プレミアム
T04-E-11,4,E,11,中央,False,False,プレミアム
T04-E-12,4,E,12,中央,True,False,プレミアム
T04-E-15,4,E,15,右,True,False,スタンダード
T04-E-16,4,E,16,右,False,False,スタンダード
T04-E-17,4,E,17,右,False,False,スタンダード
T04-E-18,4,E,18,右,False,False,スタンダード
T04-F-03,4,F,3,左,False,False,スタンダード
T04-F-04,4,F,4,左,True,False,スタンダード
T04-F-07,4,F,7,中央,True,False,プレミアム
T04-F-08,4,F,8,中央,False,False,プレミアム
T04-F-09,4,F,9,中央,False,False,プレミアム
T04-F-10,4,F,10,中央,False,False,プレミアム
T04-F-11,4,F,11,中央,False,False,プレミアム
T04-F-12,4,F,12,中央,True,False,プレミアム
T04-F-15,4,F,15,右,True,False,スタンダード
T04-F-16,4,F,16,右,False,False,スタンダード
T04-F-17,4,F,17,右,False,False,スタンダード
T04-F-18,4,F,18,右,False,False,スタンダード
T04-G-03,4,G,3,左,False,False,スタンダード
T04-G-04,4,G,4,左,True,False,スタンダード
T04-G-07,4,G,7,中央,True,False,プレミアム
T04-G-08,4,G,8,中央,False,False,プレミアム
T04-G-09,4,G,9,中央,False,False,プレミアム
T04-G-10,4,G,10,中央,False,False,プレミアム
T04-G-11,4,G,11,中央,False,False,プレミアム
T04-G-12,4,G,12,中央,True,False,プレミアム
T04-G-15,4,G,15,右,True,False,スタンダード
T04-G-16,4,G,16,右,False,False,スタンダード
T04-G-17,4,G,17,右,False,False,スタンダード
T04-G-18,4,G,18,右,False,False,スタンダード
T04-H-03,4,H,3,左,False,False,スタンダード
T04-H-04,4,H,4,左,True,False,スタンダード
T04-H-07,4,H,7,中央,True,False,プレミアム
T04-H-08,4,H,8,中央,False,False,プレミアム
T04-H-09,4,H,9,中央,False,False,プレミアム
T04-H-10,4,H,10,中央,False,False,プレミアム
T04-H-11,4,H,11,中央,False,False,プレミアム
T04-H-12,4,H,12,中央,True,False,プレミアム
T04-H-15,4,H,15,右,True,False,スタンダード
T04-H-16,4,H,16,右,False,False,スタンダード
T04-H-17,4,H,17,右,False,False,スタンダード
T04-H-18,4,H,18,右,False,False,スタンダード
T04-I-01,4,I,1,左,False,False,スタンダード
T04-I-02,4,I,2,左,False,False,スタンダード
T04-I-03,4,I,3,左,False,False,スタンダード
T04-I-04,4,I,4,左,True,False,スタンダード
T04-I-07,4,I,7,中央,True,False,プレミアム
T04-I-08,4,I,8,中央,False,False,プレミアム
T04-I-09,4,I,9,中央,False,False,プレミアム
T04-I-10,4,I,10,中央,False,False,プレミアム
T04-I-11,4,I,11,中央,False,False,プレミアム
T04-I-12,4,I,12,中央,True,False,プレミアム
T04-I-15,4,I,15,右,True,False,スタンダード
T04-I-16,4,I,16,右,False,False,スタンダード
T04-I-17,4,I,17,右,False,False,スタンダード
T04-I-18,4,I,18,右,False,False,スタンダード
T04-J-01,4,J,1,左,False,False,スタンダード
T04-J-02,4,J,2,左,False,False,スタンダード
T04-J-03,4,J,3,左,False,False,スタンダード
T04-J-04,4,J,4,左,True,False,スタンダード
T04-J-07,4,J,7,中央,True,False,プレミアム
T04-J-08,4,J,8,中央,False,False,プレミアム
T04-J-09,4,J,9,中央,False,False,プレミアム
T04-J-10,4,J,10,中央,False,False,プレミアム
T04-J-11,4,J,11,中央,False,False,プレミアム
T04-J-12,4,J,12,中央,True,False,プレミアム
T04-J-15,4,J,15,右,True,False,スタンダード
T04-J-16,4,J,16,右,False,False,スタンダード
T04-J-17,4,J,17,右,False,False,スタンダード
T04-J-18,4,J,18,右,False,False,スタンダード
T04-K-01,4,K,1,左,False,False,スタンダード
T04-K-02,4,K,2,左,False,False,スタンダード
T04-K-03,4,K,3,左,False,False,スタンダード
T04-K-04,4,K,4,左,False,False,スタンダード
T04-K-05,4,K,5,左,False,False,スタンダード
T04-K-06,4,K,6,左,True,False,スタンダード
T04-K-07,4,K,7,中央,True,False,プレミアム
T04-K-08,4,K,8,中央,False,False,プレミアム
T04-K-09,4,K,9,中央,False,False,プレミアム
T04-K-10,4,K,10,中央,False,False,プレミアム
T04-K-11,4,K,11,中央,False,False,プレミアム
T04-K-12,4,K,12,中央,False,False,プレミアム
T04-K-13,4,K,13,中央,True,False,プレミアム
T04-K-14,4,K,14,右,True,False,スタンダード
T04-K-15,4,K,15,右,False,False,スタンダード
T04-K-16,4,K,16,右,False,False,スタンダード
T04-K-17,4,K,17,右,False,False,スタンダード
T04-K-18,4,K,18,右,False,False,スタンダード
T05-A-01,5,A,1,左,False,False,前方
T05-A-02,5,A,2,左,False,False,前方
T05-A-03,5,A,3,左,False,False,前方
T05-A-04,5,A,4,左,True,False,前方
T05-A-06,5,A,6,中央,True,False,前方
T05-A-07,5,A,7,中央,False,False,前方
T05-A-08,5,A,8,中央,False,False,前方
T05-A-09,5,A,9,中央,False,False,前方
T05-A-10,5,A,10,中央,False,False,前方
T05-A-11,5,A,11,中央,False,False,前方
T05-A-12,5,A,12,中央,False,False,前方
T05-A-13,5,A,13,中央,True,False,前方
T05-A-16,5,A,16,右,True,False,前方
T05-A-17,5,A,17,右,False,False,前方
T05-A-18,5,A,18,右,False,False,前方
T05-A-19,5,A,19,右,False,False,前方
T05-B-01,5,B,1,左,False,False,前方
T05-B-02,5,B,2,左,False,False,前方
T05-B-03,5,B,3,左,False,False,前方
T05-B-04,5,B,4,左,True,False,前方
T05-B-06,5,B,6,中央,True,False,前方
T05-B-07,5,B,7,中央,False,False,前方
T05-B-08,5,B,8,中央,False,False,前方
T05-B-09,5,B,9,中央,False,False,前方
T05-B-10,5,B,10,中央,False,False,前方
T05-B-11,5,B,11,中央,False,False,前方
T05-B-12,5,B,12,中央,False,False,前方
T05-B-13,5,B,13,中央,True,False,前方
T05-B-16,5,B,16,右,True,False,前方
T05-B-17,5,B,17,右,False,False,前方
T05-B-18,5,B,18,右,False,False,前方
T05-B-19,5,B,19,右,False,False,前方
T05-C-01,5,C,1,左,False,False,スタンダード
T05-C-02,5,C,2,左,False,False,スタンダード
T05-C-03,5,C,3,左,False,False,スタンダード
T05-C-04,5,C,4,左,True,False,スタンダード
T05-C-06,5,C,6,中央,True,False,スタンダード
T05-C-07,5,C,7,中央,False,False,スタンダード
T05-C-08,5,C,8,中央,False,False,スタンダード
T05-C-09,5,C,9,中央,False,False,スタンダード
T05-C-10,5,C,10,中央,False,False,スタンダード
T05-C-11,5,C,11,中央,False,False,スタンダード
T05-C-12,5,C,12,中央,False,False,スタンダード
T05-C-13,5,C,13,中央,True,False,スタンダード
T05-C-16,5,C,16,右,True,False,スタンダード
T05-C-17,5,C,17,右,False,False,スタンダード
T05-C-18,5,C,18,右,False,False,スタンダード
T05-C-19,5,C,19,右,False,False,スタンダード
T05-D-01,5,D,1,左,False,False,スタンダード
T05-D-02,5,D,2,左,False,False,スタンダード
T05-D-03,5,D,3,左,False,False,スタンダード
T05-D-04,5,D,4,左,True,False,スタンダード
T05-D-06,5,D,6,中央,True,False,スタンダード
T05-D-07,5,D,7,中央,False,False,スタンダード
T05-D-08,5,D,8,中央,False,False,スタンダード
T05-D-09,5,D,9,中央,False,False,スタンダード
T05-D-10,5,D,10,中央,False,False,スタンダード
T05-D-11,5,D,11,中央,False,False,スタンダード
T05-D-12,5,D,12,中央,False,False,スタンダード
T05-D-13,5,D,13,中央,True,False,スタンダード
T05-D-16,5,D,16,右,True,False,スタンダード
T05-D-17,5,D,17,右,False,False,スタンダード
T05-D-18,5,D,18,右,False,False,スタンダード
T05-D-19,5,D,19,右,False,False,スタンダード
T05-E-01,5,E,1,左,False,False,スタンダード
T05-E-02,5,E,2,左,False,False,スタンダード
T05-E-03,5,E,3,左,False,False,スタンダード
T05-E-04,5,E,4,左,True,False,スタンダード
T05-E-06,5,E,6,中央,True,False,プレミアム
T05-E-07,5,E,7,中央,False,False,プレミアム
T05-E-08,5,E,8,中央,False,False,プレミアム
T05-E-09,5,E,9,中央,False,False,プレミアム
T05-E-10,5,E,10,中央,False,False,プレミアム
T05-E-11,5,E,11,中央,False,False,プレミアム
T05-E-12,5,E,12,中央,False,False,プレミアム
T05-E-13,5,E,13,中央,True,False,プレミアム
T05-E-16,5,E,16,右,True,False,スタンダード
T05-E-17,5,E,17,右,False,False,スタンダード
T05-E-18,5,E,18,右,False,False,スタンダード
T05-E-19,5,E,19,右,False,False,スタンダード
T05-F-03,5,F,3,左,False,False,スタンダード
T05-F-04,5,F,4,左,True,False,スタンダード
T05-F-07,5,F,7,中央,True,True,プレミアム
T05-F-08,5,F,8,中央,False,False,プレミアム
T05-F-09,5,F,9,中央,False,False,プレミアム
T05-F-10,5,F,10,中央,False,False,プレミアム
T05-F-11,5,F,11,中央,False,False,プレミアム
T05-F-12,5,F,12,中央,False,False,プレミアム
T05-F-13,5,F,13,中央,True,True,プレミアム
T05-F-16,5,F,16,右,True,False,スタンダード
T05-F-17,5,F,17,右,False,False,スタンダード
T05-F-18,5,F,18,右,False,False,スタンダード
T05-F-19,5,F,19,右,False,False,スタンダード
T05-G-03,5,G,3,左,False,False,スタンダード
T05-G-04,5,G,4,左,True,False,スタンダード
T05-G-06,5,G,6,中央,True,False,プレミアム
T05-G-07,5,G,7,中央,False,False,プレミアム
T05-G-08,5,G,8,中央,False,False,プレミアム
T05-G-09,5,G,9,中央,False,False,プレミアム
T05-G-10,5,G,10,中央,False,False,プレミアム
T05-G-11,5,G,11,中央,False,False,プレミアム
T05-G-12,5,G,12,中央,False,False,プレミアム
T05-G-13,5,G,13,中央,True,False,プレミアム
T05-G-16,5,G,16,右,True,False,スタンダード
T05-G-17,5,G,17,右,False,False,スタンダード
T05-G-18,5,G,18,右,False,False,スタンダード
T05-G-19,5,G,19,右,False,False,スタンダード
T05-H-03,5,H,3,左,False,False,スタンダード
T05-H-04,5,H,4,左,True,False,スタンダード
T05-H-06,5,H,6,中央,True,False,プレミアム
T05-H-07,5,H,7,中央,False,False,プレミアム
T05-H-08,5,H,8,中央,False,False,プレミアム
T05-H-09,5,H,9,中央,False,False,プレミアム
T05-H-10,5,H,10,中央,False,False,プレミアム
T05-H-11,5,H,11,中央,False,False,プレミアム
T05-H-12,5,H,12,中央,False,False,プレミアム
T05-H-13,5,H,13,中央,True,False,プレミアム
T05-H-16,5,H,16,右,True,False,スタンダード
T05-H-17,5,H,17,右,False,False,スタンダード
T05-H-18,5,H,18,右,False,False,スタンダード
T05-H-19,5,H,19,右,False,False,スタンダード
T05-I-03,5,I,3,左,False,False,スタンダード
T05-I-04,5,I,4,左,True,False,スタンダード
T05-I-06,5,I,6,中央,True,False,プレミアム
T05-I-07,5,I,7,中央,False,False,プレミアム
T05-I-08,5,I,8,中央,False,False,プレミアム
T05-I-09,5,I,9,中央,False,False,プレミアム
T05-I-10,5,I,10,中央,False,False,プレミアム
T05-I-11,5,I,11,中央,False,False,プレミアム
T05-I-12,5,I,12,中央,False,False,プレミアム
T05-I-13,5,I,13,中央,True,False,プレミアム
T05-I-16,5,I,16,右,True,False,スタンダード
T05-I-17,5,I,17,右,False,False,スタンダード
T05-I-18,5,I,18,右,False,False,スタンダード
T05-I-19,5,I,19,右,False,False,スタンダード
T05-J-03,5,J,3,左,False,False,スタンダード
T05-J-04,5,J,4,左,True,False,スタンダード
T05-J-06,5,J,6,中央,True,False,プレミアム
T05-J-07,5,J,7,中央,False,False,プレミアム
T05-J-08,5,J,8,中央,False,False,プレミアム
T05-J-09,5,J,9,中央,False,False,プレミアム
T05-J-10,5,J,10,中央,False,False,プレミアム
T05-J-11,5,J,11,中央,False,False,プレミアム
T05-J-12,5,J,12,中央,False,False,プレミアム
T05-J-13,5,J,13,中央,True,False,プレミアム
T05-J-16,5,J,16,右,True,False,スタンダード
T05-J-17,5,J,17,右,False,False,スタンダード
T05-J-18,5,J,18,右,False,False,スタンダード
T05-J-19,5,J,19,右,False,False,スタンダード
T05-K-03,5,K,3,左,False,False,スタンダード
T05-K-04,5,K,4,左,True,False,スタンダード
T05-K-06,5,K,6,中央,True,False,プレミアム
T05-K-07,5,K,7,中央,False,False,プレミアム
T05-K-08,5,K,8,中央,False,False,プレミアム
T05-K-09,5,K,9,中央,False,False,プレミアム
T05-K-10,5,K,10,中央,False,False,プレミアム
T05-K-11,5,K,11,中央,False,False,プレミアム
T05-K-12,5,K,12,中央,False,False,プレミアム
T05-K-13,5,K,13,中央,True,False,プレミアム
T05-K-16,5,K,16,右,True,False,スタンダード
T05-K-17,5,K,17,右,False,False,スタンダード
T05-K-18,5,K,18,右,False,False,スタンダード
T05-K-19,5,K,19,右,False,False,スタンダード
T05-L-01,5,L,1,左,False,False,スタンダード
T05-L-02,5,L,2,左,False,False,スタンダード
T05-L-03,5,L,3,左,False,False,スタンダード
T05-L-04,5,L,4,左,True,False,スタンダード
T05-L-06,5,L,6,中央,True,False,プレミアム
T05-L-07,5,L,7,中央,False,False,プレミアム
T05-L-08,5,L,8,中央,False,False,プレミアム
T05-L-09,5,L,9,中央,False,False,プレミアム
T05-L-10,5,L,10,中央,False,False,プレミアム
T05-L-11,5,L,11,中央,False,False,プレミアム
T05-L-12,5,L,12,中央,False,False,プレミアム
T05-L-13,5,L,13,中央,True,False,プレミアム
T05-L-16,5,L,16,右,True,False,スタンダード
T05-L-17,5,L,17,右,False,False,スタンダード
T05-L-18,5,L,18,右,False,False,スタンダード
T05-L-19,5,L,19,右,False,False,スタンダード
T05-M-01,5,M,1,左,False,False,スタンダード
T05-M-02,5,M,2,左,False,False,スタンダード
T05-M-03,5,M,3,左,False,False,スタンダード
T05-M-04,5,M,4,左,True,False,スタンダード
T05-M-06,5,M,6,中央,True,False,プレミアム
T05-M-07,5,M,7,中央,False,False,プレミアム
T05-M-08,5,M,8,中央,False,False,プレミアム
T05-M-09,5,M,9,中央,False,False,プレミアム
T05-M-10,5,M,10,中央,False,False,プレミアム
T05-M-11,5,M,11,中央,False,False,プレミアム
T05-M-12,5,M,12,中央,False,False,プレミアム
T05-M-13,5,M,13,中央,True,False,プレミアム
T05-M-16,5,M,16,右,True,False,スタンダード
T05-M-17,5,M,17,右,False,False,スタンダード
T05-M-18,5,M,18,右,False,False,スタンダード
T05-M-19,5,M,19,右,False,False,スタンダード
T05-N-01,5,N,1,左,False,False,スタンダード
T05-N-02,5,N,2,左,False,False,スタンダード
T05-N-03,5,N,3,左,False,False,スタンダード
T05-N-04,5,N,4,左,False,False,スタンダード
T05-N-05,5,N,5,左,True,False,スタンダード
T05-N-06,5,N,6,中央,True,False,プレミアム
T05-N-07,5,N,7,中央,False,False,プレミアム
T05-N-08,5,N,8,中央,False,False,プレミアム
T05-N-09,5,N,9,中央,False,False,プレミアム
T05-N-10,5,N,10,中央,False,False,プレミアム
T05-N-11,5,N,11,中央,False,False,プレミアム
T05-N-12,5,N,12,中央,False,False,プレミアム
T05-N-13,5,N,13,中央,False,False,プレミアム
T05-N-14,5,N,14,中央,True,False,プレミアム
T05-N-15,5,N,15,右,True,False,スタンダード
T05-N-16,5,N,16,右,False,False,スタンダード
T05-N-17,5,N,17,右,False,False,スタンダード
T05-N-18,5,N,18,右,False,False,スタンダード
T05-N-19,5,N,19,右,False,False,スタンダード
T06-A-01,6,A,1,左,False,False,前方
T06-A-02,6,A,2,左,False,False,前方
T06-A-03,6,A,3,左,False,False,前方
T06-A-04,6,A,4,左,True,False,前方
T06-A-07,6,A,7,中央,True,False,前方
T06-A-08,6,A,8,中央,False,False,前方
T06-A-09,6,A,9,中央,False,False,前方
T06-A-10,6,A,10,中央,False,False,前方
T06-A-11,6,A,11,中央,False,False,前方
T06-A-12,6,A,12,中央,False,False,前方
T06-A-13,6,A,13,中央,False,False,前方
T06-A-14,6,A,14,中央,False,False,前方
T06-A-15,6,A,15,中央,False,False,前方
T06-A-16,6,A,16,中央,False,False,前方
T06-A-17,6,A,17,中央,True,False,前方
T06-A-20,6,A,20,右,True,False,前方
T06-A-21,6,A,21,右,False,False,前方
T06-A-22,6,A,22,右,False,False,前方
T06-A-23,6,A,23,右,False,False,前方
T06-B-01,6,B,1,左,False,False,前方
T06-B-02,6,B,2,左,False,False,前方
T06-B-03,6,B,3,左,False,False,前方
T06-B-04,6,B,4,左,True,False,前方
T06-B-07,6,B,7,中央,True,False,前方
T06-B-08,6,B,8,中央,False,False,前方
T06-B-09,6,B,9,中央,False,False,前方
T06-B-10,6,B,10,中央,False,False,前方
T06-B-11,6,B,11,中央,False,False,前方
T06-B-12,6,B,12,中央,False,False,前方
T06-B-13,6,B,13,中央,False,False,前方
T06-B-14,6,B,14,中央,False,False,前方
T06-B-15,6,B,15,中央,False,False,前方
T06-B-16,6,B,16,中央,False,False,前方
T06-B-17,6,B,17,中央,True,False,前方
T06-B-20,6,B,20,右,True,False,前方
T06-B-21,6,B,21,右,False,False,前方
T06-B-22,6,B,22,右,False,False,前方
T06-B-23,6,B,23,右,False,False,前方
T06-C-03,6,C,3,左,False,False,スタンダード
T06-C-04,6,C,4,左,True,False,スタンダード
T06-C-07,6,C,7,中央,True,True,スタンダード
T06-C-08,6,C,8,中央,False,False,スタンダード
T06-C-09,6,C,9,中央,False,False,スタンダード
T06-C-10,6,C,10,中央,False,False,スタンダード
T06-C-11,6,C,11,中央,False,False,スタンダード
T06-C-12,6,C,12,中央,False,False,スタンダード
T06-C-13,6,C,13,中央,False,False,スタンダード
T06-C-14,6,C,14,中央,False,False,スタンダード
T06-C-15,6,C,15,中央,False,False,スタンダード
T06-C-16,6,C,16,中央,True,True,スタンダード
T06-C-20,6,C,20,右,True,False,スタンダード
T06-C-21,6,C,21,右,False,False,スタンダード
T06-C-22,6,C,22,右,False,False,スタンダード
T06-C-23,6,C,23,右,False,False,スタンダード
T06-D-03,6,D,3,左,False,False,スタンダード
T06-D-04,6,D,4,左,True,False,スタンダード
T06-D-07,6,D,7,中央,True,False,プレミアム
T06-D-08,6,D,8,中央,False,False,プレミアム
T06-D-09,6,D,9,中央,False,False,プレミアム
T06-D-10,6,D,10,中央,False,False,プレミアム
T06-D-11,6,D,11,中央,False,False,プレミアム
T06-D-12,6,D,12,中央,False,False,プレミアム
T06-D-13,6,D,13,中央,False,False,プレミアム
T06-D-14,6,D,14,中央,False,False,プレミアム
T06-D-15,6,D,15,中央,False,False,プレミアム
T06-D-16,6,D,16,中央,False,False,プレミアム
T06-D-17,6,D,17,中央,True,False,プレミアム
T06-D-20,6,D,20,右,True,False,スタンダード
T06-D-21,6,D,21,右,False,False,スタンダード
T06-D-22,6,D,22,右,False,False,スタンダード
T06-D-23,6,D,23,右,False,False,スタンダード
T06-E-03,6,E,3,左,False,False,スタンダード
T06-E-04,6,E,4,左,True,False,スタンダード
T06-E-07,6,E,7,中央,True,False,プレミアム
T06-E-08,6,E,8,中央,False,False,プレミアム
T06-E-09,6,E,9,中央,False,False,プレミアム
T06-E-10,6,E,10,中央,False,False,プレミアム
T06-E-11,6,E,11,中央,False,False,プレミアム
T06-E-12,6,E,12,中央,False,False,プレミアム
T06-E-13,6,E,13,中央,False,False,プレミアム
T06-E-14,6,E,14,中央,False,False,プレミアム
T06-E-15,6,E,15,中央,False,False,プレミアム
T06-E-16,6,E,16,中央,False,False,プレミアム
T06-E-17,6,E,17,中央,True,False,プレミアム
T06-E-20,6,E,20,右,True,False,スタンダード
T06-E-21,6,E,21,右,False,False,スタンダード
T06-E-22,6,E,22,右,False,False,スタンダード
T06-E-23,6,E,23,右,False,False,スタンダード
T06-F-03,6,F,3,左,False,False,スタンダード
T06-F-04,6,F,4,左,True,False,スタンダード
T06-F-07,6,F,7,中央,True,False,プレミアム
T06-F-08,6,F,8,中央,False,False,プレミアム
T06-F-09,6,F,9,中央,False,False,プレミアム
T06-F-10,6,F,10,中央,False,False,プレミアム
T06-F-11,6,F,11,中央,False,False,プレミアム
T06-F-12,6,F,12,中央,False,False,プレミアム
T06-F-13,6,F,13,中央,False,False,プレミアム
T06-F-14,6,F,14,中央,False,False,プレミアム
T06-F-15,6,F,15,中央,False,False,プレミアム
T06-F-16,6,F,16,中央,False,False,プレミアム
T06-F-17,6,F,17,中央,True,False,プレミアム
T06-F-20,6,F,20,右,True,False,スタンダード
T06-F-21,6,F,21,右,False,False,スタンダード
T06-F-22,6,F,22,右,False,False,スタンダード
T06-F-23,6,F,23,右,False,False,スタンダード
T06-G-03,6,G,3,左,False,False,スタンダード
T06-G-04,6,G,4,左,True,False,スタンダード
T06-G-07,6,G,7,中央,True,False,プレミアム
T06-G-08,6,G,8,中央,False,False,プレミアム
T06-G-09,6,G,9,中央,False,False,プレミアム
T06-G-10,6,G,10,中央,False,False,プレミアム
T06-G-11,6,G,11,中央,False,False,プレミアム
T06-G-12,6,G,12,中央,False,False,プレミアム
T06-G-13,6,G,13,中央,False,False,プレミアム
T06-G-14,6,G,14,中央,False,False,プレミアム
T06-G-15,6,G,15,中央,False,False,プレミアム
